artist,Biography,Listeners,Playcount,Similar Artists
Laguna Pai,"Laguna Pai es una banda peruana de reggae, formada en 2008 en la ciudad de Lima. Con una base rítmica de Reggae y Rock, crearon un nuevo estilo donde se nota la influencia de Bob Marley & The Wailers, Pink Floyd, Manu Chao y música Peruana.1​

Laguna Pai ha tocado en diversos festivales de Reggae en el Perú, compartiendo escenario con bandas reconocidas internacionalmente como The Wailers, Damian Marley, The Roots Radics Band, Israel Vibration <a href=""https://www.last.fm/music/Laguna+Pai"">Read more on Last.fm</a>",12766,180822,"['Tourista', 'Kanaku y el tigre', 'La Mente', 'Kameleba', 'la nueva invasión']"
Rebelution,"On Jan 10th, 2012 the Santa Barbara, CA based band Rebelution released ""Peace of Mind"" through their own label 87 Music in partnership with Controlled Substance Sound Labs. Peace of Mind was released as a multi-length triple album which includes Peace of Mind: Acoustic as well as Peace of Mind: Dub. Marking the highest chart debut of Rebelution’s career, Peace of Mind debuted at #13 on the Billboard Top 200, #1 Reggae and #1 Independent albums as well as #4 on the iTunes overall album chart. <a href=""https://www.last.fm/music/Rebelution"">Read more on Last.fm</a>",434686,7900441,"['Tribal Seeds', 'Iration', 'Stick Figure', 'Fortunate Youth', 'The Expendables']"
Cali Y El Dandee," <a href=""https://www.last.fm/music/+noredirect/Cali+Y+El+Dandee"">Read more on Last.fm</a>",121055,1653990,[]
R. City,"Hailing from the St. Thomas, Virgin Islands, ROCK CITY is preparing to CHANGE THE FACE OF MUSIC. Comprised of brothers Theron (aka Da Spokesman) and Timothy (aka Don’t Talk Much), this uber-creative duo is about to bring their brand of Caribbean spiced Hip-Hop with a Pop sensibility to the masses.

ROCK CITY was named after their native island, the lush but beautifully mountainous terrain of St. Thomas. After high school graduation in 2000 the brothers were given a choice by their parents. <a href=""https://www.last.fm/music/+noredirect/R.+City"">Read more on Last.fm</a>",298085,2024117,[]
El General Gadiel," <a href=""https://www.last.fm/music/El+General+Gadiel"">Read more on Last.fm</a>",10,90,[]
Lil Silvio & El Vega," <a href=""https://www.last.fm/music/Lil+Silvio+&+El+Vega"">Read more on Last.fm</a>",10454,90461,"['Juan Duque', 'Alleh', 'Kenny Man', 'La Fabrica', 'Ken-Y']"
Don Omar,"William Omar Landrón (born February 10, 1978 in Puerto Rico), better known as Don Omar, is a reggaeton singer. He is one of the most well known reggaeton artists in Latin America. His cross over success in the U.S. has given him more exposure to English speaking Reggaeton fans, making him one of the more recognizable faces of Reggaeton along with Daddy Yankee and Tego Calderón. Don Omar's popularity is currently rising and he recently appeared on MTV. <a href=""https://www.last.fm/music/Don+Omar"">Read more on Last.fm</a>",1443003,23913483,"['Daddy Yankee', 'Wisin & Yandel', 'Tony Dize', 'Tego Calderón', 'Angel y Khriz']"
Stick Figure,"Stick Figure is a reggae band from California. All music is created by singer Scott Woodruff. Until 2009 he lived in Duxbury, Massachusetts, as Stick Figure all alone. After a long trip to NZ and Bali, he 2011 moved to San Diego to put together a band. 2012 he released the 5th Stick Figure album, Burial Ground. It reached no. 1 on iTunes and Billboard Reggae charts, and has songs as 'Breathe' and 'Weight Of Sound (feat. TJ O'Neill) '. The band then toured in USA with other reggae groups. <a href=""https://www.last.fm/music/Stick+Figure"">Read more on Last.fm</a>",248933,5008747,"['Rebelution', 'Iration', 'Tribal Seeds', 'The Elovaters', 'Iya Terra']"
Angel Y Khriz,"Angel y Khriz are Ángel Rivera Guzmán and Christian Colón,They are a Puerto Rican reggaeton duo. They work largely with Luny Tunes.

They were introduced in 2002 in the CD MVP, by Hector ""El Father"" with the song ""Cazando Voy"".

Los MVP’s is Angel y Khriz’s own CD where they present the listener to soulful hits like Ven Baílalo and Te Quiero Ver Hoy, as well as De Casería (featuring Divino) and the up beat Ram Pa Pan Pan.

In the year 2005 <a href=""https://www.last.fm/music/Angel+Y+Khriz"">Read more on Last.fm</a>",230862,1727257,[]
Lyanno,"Edgardo Cuevas Feliciano (22 de abril de 1996) Nació en Puerto Rico. Cantante puertorriqueño, conocido por su nombre artístico Lyanno, nombre derivado de su segundo apellido (Feliciano). <a href=""https://www.last.fm/music/Lyanno"">Read more on Last.fm</a>",79225,974554,"['Dalex', 'Justin Quiles', 'Myke Towers', 'Gigolo y La Exce', 'Omar Courtz']"
EZ El Ezeta," <a href=""https://www.last.fm/music/EZ+El+Ezeta"">Read more on Last.fm</a>",4845,24448,[]
Preto no Branco,"Preto no Branco é uma banda brasileira de black music, soul music e música cristã contemporânea formada em 2015 na cidade de Belo Horizonte.

O grupo ficou conhecido a partir de seu primeiro álbum, Preto no Branco (2015), que trouxe a canção ""Ninguém Explica Deus"", uma das músicas brasileiras mais executadas de 2016. Com a saída de Juninho Black, a banda lançou Preto no Branco 2 (2017), último trabalho com a participação do tecladista e vocalista Weslei Santos. <a href=""https://www.last.fm/music/Preto+no+Branco"">Read more on Last.fm</a>",55250,648048,"['Thalles Roberto', 'Gabriela Gomes', 'Gabriela Rocha', 'Davi Sacer', 'Leandro Borges']"
Doble T y El Crok Los Pepes," <a href=""https://www.last.fm/music/Doble+T+Y+El+Crok+Los+Pepes"">Read more on Last.fm</a>",2272,11700,"['Pablo Piddy', 'Principe Baru', 'Los Teke Teke', 'Nipo809', 'Monkey Black']"
Musicologo Y Menes," <a href=""https://www.last.fm/music/MUSICOLOGO+Y+MENES"">Read more on Last.fm</a>",44225,397031,[]
Bob Marley & The Wailers,"Bob Marley and the Wailers (previously known as The Wailers, and prior to that The Wailing Rudeboys, The Wailing Wailers and The Teenagers) was a Jamaican ska, rocksteady and reggae band. The founding members, in 1963, were Bob Marley (Robert Nesta Marley), Peter Tosh (Hubert Winston McIntosh), and Bunny Wailer (Neville Livingston).

During 1970 and 1971, Wailer, Marley and Tosh worked with renowned reggae producers Leslie Kong and Lee ""Scratch"" Perry. <a href=""https://www.last.fm/music/Bob+Marley+&+The+Wailers"">Read more on Last.fm</a>",3061977,104401320,"['The Wailers', 'Peter Tosh', 'Gregory Isaacs', 'Israel Vibration', 'Bob Marley']"
Dual Sessions,"A duo formed by musicians and producers Rodrigo Crespo and Juan Casasco.Rodrigo (Rhod) is the musical and ideological leader of the project. is introduced to music at age 7 when he began studying piano and music theory continued his studies between Buenos Aires and Madrid until at 12 he entered the national conservatory of music of Buenos Aires where he completed studies in percussion. and entered the school leans to the electric guitar and dumps <a href=""https://www.last.fm/music/Dual+Sessions"">Read more on Last.fm</a>",89310,515380,"['Ituana', 'Style Project', 'Anakelly', 'Bellestar', 'Urban Love']"
Gigolo," <a href=""https://www.last.fm/music/Gigolo"">Read more on Last.fm</a>",1784,10867,"['Sou El Flotador', 'Los Eleven', 'Sinfonico', 'Kelmitt', 'Benny Benni']"
Temple Sour," <a href=""https://www.last.fm/music/Temple+Sour"">Read more on Last.fm</a>",17332,483315,"['Suerte Campeón', 'Pedro Suárez-Vértiz', 'Los Outsaiders', 'Mundaka', 'Santa Madero']"
Richie Campbell,"Richie Campbell (born 1986) is the artistic name for the portuguese Reggae / Dancehall singer Ricardo Ventura da Costa.

He started in the band Stepacide in 2010 and he was a part of the project No Joke Sound System. He eventually left both of the projects in 2010 so he could focus on his solo career. In 2010 he debuted his first album My path, available for free download and he released an EP in the 6th Optimus Discos series, run by Henrique Amaro. <a href=""https://www.last.fm/music/Richie+Campbell"">Read more on Last.fm</a>",27559,916866,"['Bispo', 'Doce', 'Virgul', 'Holly Hood', 'Ivandro']"
Sniper SP," <a href=""https://www.last.fm/music/Sniper+Sp"">Read more on Last.fm</a>",241,808,"['Algenis', 'Jetson El Super', 'Clandestino & Yailemm', 'Anonimus', 'Benny Benni']"
Tony Dize,"Antonio Feliciano Rivera Cabrera, better known by his stage name Tony Dize, or his other nickname, ""La Melodía De La Calle"", is a Puerto Rican reggaeton artist born in Boston, Massachusetts. His first recorded performance was from the album Blin Blin vol.1, with Wisin & Yandel in 2003, after which he collaborated with other artists of the genre and later released his debut album in 2008 titled La Melodía De La Calle (Spanish for ""Street Melody"") under WY Records and Machete Music. <a href=""https://www.last.fm/music/Tony+Dize"">Read more on Last.fm</a>",299571,3191358,"['Wisin & Yandel', 'Don Omar', 'Tito ""El Bambino""', 'Alexis y Fido', 'Zion']"
Yandel,"Yandel is half of the superstar reggaeton duo Wisin & Yandel, who enjoyed mainstream breakthrough success with Pa'l Mundo (2005). Born Llandel Veguilla Malavé on January 14, 1977, in Cayey, Puerto Rico, he and Wisin began performing as a duo in the late '90s (Yandel then billing himself as ""Llandel"") and made their album debut in 2000 with Los Reyes del Nuevo Milenio. They later made the jump to a major label in 2003 with Mi Vida... My Life, their first for Universal subsidiary Machete Music. <a href=""https://www.last.fm/music/Yandel"">Read more on Last.fm</a>",401587,6820621,"['Wisin', 'Wisin & Yandel', 'Nicky Jam', 'De La Ghetto', 'Daddy Yankee']"
SHY FX,"Shy FX is the pseudonym of Andre Williams (born 1977), an English drum and bass musician from London. He is best known for one of his earliest singles, 1994's ""Original Nuttah"", with UK Apache. Throughout his career he has worked closely with T-Power, both as ""Ebony Dubsters"" and ""Shy-FX and T-Power""; their 2002 track ""Shake Your Body"" with vocalist Di was a crossover success, appearing in the Top 40 UK Singles Chart. ""Shake your Body"" had great success through out Europe. <a href=""https://www.last.fm/music/Shy+FX"">Read more on Last.fm</a>",319658,3459880,"['Chase & Status', 'Benny Page', 'Bru-C', 'K Motionz', 'Vibe Chemistry']"
Zion & Lennox,"Zion & Lennox are a reggaeton duo from Carolina, Puerto Rico; in late 2010 Zion & Lennox released their 3rd studio album titled Los Verdaderos under Pina Records.

They have been in the music business for a long time, but had failed to get any recognition for the majority of those years. They had minor hits such as ""Baila Conmigo"" for the 2003 compilation album ""Desafío"" and ""Me Pones Tensión"" for the album The Noise: La Biografía. These hits, along with others in the near future and increased radio play gave them more recognition. <a href=""https://www.last.fm/music/Zion+&+Lennox"">Read more on Last.fm</a>",608496,6469693,"['Wisin & Yandel', 'Daddy Yankee', 'Don Omar', 'Alexis y Fido', 'Trebol Clan']"
Dyland & Lenny,"Dyland (Carlos Castillo Cruz) & Lenny (Julio Manuel González Tavarez), originally from Puerto Rico, have formed a duo that is shaping up to be a true surprise in urban music. Dyland & Lenny  come to the genre with another vision, with a sound that reflects the youth that characterizes them and the feeling of a whole generation.

In early 2010, fans of urban music and other styles that came from the streets, will find the original and innovative rhythms of Dyland & Lenny in their debut CD, My World. <a href=""https://www.last.fm/music/Dyland+&+Lenny"">Read more on Last.fm</a>",72926,457634,"['Juan Magan & Salgado', 'Gocho', 'Tito ""El Bambino"" El Patrón', 'Ken-Y', 'estilo libre']"
Mellow Mood,"Mellow Mood is a reggae band from Pordenone (North-East Italy), which has started playing in 2005 They have been playing from Rome to Slovenjia, on important stages like Rototom Sunsplash, Bornasco Reggae Festival, Festintenda.
In April 2008 they won the regional selections of Italia Wave, one of Italy's most famous competitions.
On may 2009 they Won the Rototom Sunsplash Italian Reggae Contest and rank 3rd at the European Reggae Contest In june 2009 <a href=""https://www.last.fm/music/Mellow+Mood"">Read more on Last.fm</a>",32455,417901,"['Alborosie', 'Tuff Steppas', 'Nattali Rize', 'Paolo Baldini DubFiles', 'Elijah Prophet']"
Mo'Kalamity,"French reggae group.. 
Albums: 
Warriors of light [2006]
Deeper revolution [2010] <a href=""https://www.last.fm/music/Mo%27kalamity"">Read more on Last.fm</a>",91990,829731,"['10 Ft. Ganja Plant', 'The Viceroys', 'Bob Andy', 'Lutan Fyah', 'Linval Thompson']"
Corina Smith,"María Corina Smith Pocaterra better known as Corina Smith, is a Venezuelan singer, actress and model.
Born: September 8, 1991 (age 28 years), Caracas, Venezuela <a href=""https://www.last.fm/music/Corina+Smith"">Read more on Last.fm</a>",24726,532227,"['Tini', 'Angela Torres', 'Eladio Carrión', 'Humbe', 'Greeicy']"
Sebastian Yatra,"Sebastián Obando Giraldo (born 15 October 1994), known professionally as Sebastián Yatra, is a Colombian singer and songwriter. He began as a Latin pop artist and has recorded many ballads, but has released several successful reggaeton singles. Yatra is noted for his romantic lyrics, melding traditional lyricism with modern reggaeton influences. He rose to prominence in Latin America in 2016 when he released the hit ""Traicionera"". He has released <a href=""https://www.last.fm/music/Sebastian+Yatra"">Read more on Last.fm</a>",542371,11915449,"['Piso 21', 'Manuel Turizo', 'Cali & El Dandee', 'Carlos Vives', 'Fonseca']"
Xavi The Destroyer," <a href=""https://www.last.fm/music/Xavi+The+Destroyer"">Read more on Last.fm</a>",4937,29363,"['Sammy & Falsetto', 'Gotay ""El Autentiko""', 'Musicologo y Menes', 'Darkiel', 'Galante ""El Emperador""']"
Johnny Prez,"Johnny Prez was born in Rio Piedras, Puerto Rico. Drawn to music since childhood, he became a professional performer in 1989, and released his first production in 1992 as a memeber of the group Kid Power Posse with the album ""Los Nenes de La Medicina."" He now works solo

http://www.johnny-prez.moonfruit.com/ <a href=""https://www.last.fm/music/Johnny+Prez"">Read more on Last.fm</a>",29000,120292,"['Angel Doze', 'Cheka', 'Yaga y Mackie', 'Kartier', 'Eddie Dee']"
No Te Va Gustar,"No Te Va Gustar, also known by its initials NTVG, is a rock band from Uruguay. The members are: Emiliano Brancciari (vocals and guitar), Guzmán Silveira (bass and backup vocals), Diego Bartaburu (drums), Gonzalo Castex (percussion), Martín Gíl (trumpet and backup vocals), Denis Ramos (trombone), Mauricio Ortiz (tenor saxophone), Marcel Curuchet (keyboards) and Pablo Coniberti (guitar).

No Te Va Gustar was formed in 1994, when most of its members were around the age of 16. <a href=""https://www.last.fm/music/No+Te+Va+Gustar"">Read more on Last.fm</a>",177481,5117778,"['La Vela Puerca', 'El Cuarteto De Nos', 'Zeballos', 'Jorge Drexler', 'Los Fabulosos Cadillacs']"
Divino,"Divino Biography Conveying heartfelt emotion through richly textured songs has always been a priority for Puerto Rican reggaetón sensation Daniel Divino Velazquez, whose confessional lyrics and impressive vocal range have made him rise to superstar status throughout the Caribbean and Central America. 

With the release of Todo A Su Tiempo: Platinum Edition, the pioneering artist will doubtless conquer U.S. audiences and establish himself as one of the most versatile performers in the genre.  <a href=""https://www.last.fm/music/Divino"">Read more on Last.fm</a>",52749,229426,"['Cheka', 'Yaga y Mackie', 'Yomo', 'Baby Ranks', 'Jadiel']"
La Exce," <a href=""https://www.last.fm/music/La+Exce"">Read more on Last.fm</a>",130,556,"['Gigolo', 'Sou El Flotador', 'Los G4', 'Amarion', 'Marconi Impara']"
Yaviah,"Javier Alexis Marcano Rodríguez es el nombre de quien es conocido como 'El Gato' BlackFather Yaviah. Yaviah sencillamente interpreta lo que vive. Esa es su pasión. Su estilo ha sido crear éxitos musicales uno tras otro de forma sostenida desde el año 1993. 

Su estrategia: participar en las producciones musicales de mayor venta en el Mercado y mantenerse al margen de la exposición negativa, factor que ha beneficiado su proyección como artista profesional <a href=""https://www.last.fm/music/Yaviah"">Read more on Last.fm</a>",18387,76247,"['Johnny Prez', 'Angel Doze', 'Cheka', 'Alberto Stylee', 'Eddie Dee']"
Ocean Alley,"Ocean Alley is an Australian alternative psychedelic rock band from the Northern Beaches. The band is made up of Baden Donegal (vocals, guitar), Angus Goodwin (lead guitar), Lach Galbraith (keyboard, vocals), Mitch Galbraith (guitar), Nic Blom (bass) and Tom O'Brien (drums). Their style of music has been described as ""cruisey psych, rock and reggae fusion"". <a href=""https://www.last.fm/music/Ocean+Alley"">Read more on Last.fm</a>",373994,7926200,"['Sticky Fingers', 'Lime Cordiale', 'Pacific Avenue', 'Skegss', 'The Jungle Giants']"
Sabotage,"There are several artists by the name of Sabotage:

1. The name of rapper Mauro Mateus dos Santos from Sao Paulo, Brazil
2. An indie/punk band from New York/New Jersey 
3. A German electronic music act, formerly known as Sabotage Qu'est-Ce Que C'est?
4. An Italian heavy metal band started in the 80s
5. A hardcore band from Connecticut
6. A former punk rock band from Belgium that started in 2006
7. A trash metal band from Finland
8. UK punk band, released ""When The War Is Over"" EP in 1979 on ""Optimistic Records"" <a href=""https://www.last.fm/music/Sabotage"">Read more on Last.fm</a>",210991,6824254,"['509-E', ""Racionais MC's"", 'MV Bill', 'Trilha Sonora do Gueto', 'Criolo']"
Aspencat,"Aspencat was a group from Xaló in Valencia, Spain. Their style was inspired by Ska, Reggae and Drum and Bass, but later records evolved towards a more electronic style influenced by Dubstep. As a group they referenced the local Valencian community and, in this sense, were considered the successors of Obrint Pas. They are considered, alongside groups such as La Raíz or Orxata Sound System as one of the Valencian groups that challenge the institutional culture of the Valencian Community by the critical content of its work. <a href=""https://www.last.fm/music/Aspencat"">Read more on Last.fm</a>",7266,256962,"['La Gossa Sorda', 'Atupa', 'Atzembla', 'VaDeBo', 'Xeic!']"
Alvaro Diaz,"Jorge Álvaro Díaz Conocido como Álvaro Díaz y nacido en la isla de San Juan, Puerto Rico; es un joven publicista y rapero de 29 años de edad.

Comenzando desde chico su gusto por el Hip-Hop (el Rap en específico) Álvaro comienza su introducción a este género improvisando en pistas y grabando desde tiempo atrás. Casi 10 años tuvieron que pasar para que el joven rapero viera plasmado su trabajo en la calle, menos de 3 años activo con el proyecto y la música de Álvaro Díaz ya ha logrado posicionarse dentro del mercado latino <a href=""https://www.last.fm/music/Alvaro+Diaz"">Read more on Last.fm</a>",197929,15758902,"['Jhayco', 'ALVAR0 DAYS', 'Tainy', 'Mora', 'Papi Sousa']"
Tiken Jah Fakoly,"Tiken Jah Fakoly (1968) is a reggae singer from Odienné, Côte d’Ivoire (a.k.a Ivory Coast).

Tiken Jah was born into a family of griots and christened Doumbia Moussa Fakoly on June 23, 1968 in Odienne, north-western Côte d'Ivoire. He discovered reggae at an early age, assembling his first group, Djelys, in 1987. He became well-known at a regional level, but would soon ascend to national recognition.

Concerned by the social and political evolution of his country <a href=""https://www.last.fm/music/Tiken+Jah+Fakoly"">Read more on Last.fm</a>",148583,2036882,"['Alpha Blondy', 'Naâman', 'Dub Incorporation', 'Danakil', 'The Gladiators']"
Jimmy Rivas," <a href=""https://www.last.fm/music/Jimmy+Rivas"">Read more on Last.fm</a>",538,2466,"['cestar', 'Maxi Vargas', 'Mc Brow', 'Risen Reggae', 'Lion RFC']"
Million Stylez,"Million Stylez, born Kenshin Iryo is releasing his debut album ""From A Far"" on KBC Music. Three singles have been released so far (Without U, All Night, and This Is Da Style) that have all been in high rotation on Scandinavian networks such as ZTV and The Voice and also on Jamaican networks RETV, Hype TV among others.

March 1st saw the release of his fourth single, ""Miss Fatty"" trough German distributor Soundquake, and is currently their number one selling tune. <a href=""https://www.last.fm/music/Million+Stylez"">Read more on Last.fm</a>",93001,599073,"['Stylo G', 'Vybz Kartel', 'Konshens', 'Capleton', 'Demarco']"
Capleton,"King Shango, King David, The Fireman and The Prophet.

A wise man once said that a prophet is not without honour save in his own country and so it has been with Capleton. While the veteran DJ's words and works long ago earned him the title of ""The Prophet"", the respect and honor that should rightfully be his have been a long time coming. ""Anytime you try to uplift righteousness and upliftment of the people them, then you ah go get a fight"", says the hottest entertainer in the worldwide reggae fraternity. <a href=""https://www.last.fm/music/Capleton"">Read more on Last.fm</a>",357980,3090618,"['Sizzla', 'Buju Banton', 'Bounty Killer', 'Anthony B', 'Elephant Man']"
"Tito ""El Bambino""","Efraín David Fines Nevares (born October 5, 1981), known professionally as Tito ""El Bambino"", is a Puerto Rican recording artist. He rose to fame as Tito of the duo Héctor & Tito.
In 2010 his song, ""El Amor"", written with Joan Ortiz Espada, was awarded Latin Song of the Year by the American Society of Composers, Authors and Publishers (ASCAP). He was awarded Songwriter of the Year at the 2011 ASCAP.

Musical Career

As Héctor & Tito

Tito and his partner released a number of hit songs in their native Puerto Rico <a href=""https://www.last.fm/music/Tito+%22El+Bambino%22"">Read more on Last.fm</a>",210940,2164636,"['Tony Dize', 'Héctor ""El Father""', 'Wisin & Yandel', 'Trebol Clan', 'Don Omar']"
Ivete Sangalo,"Ivete Maria Dias de Sangalo (born May 27, 1972 in Juazeiro, Bahia) is a Latin Grammy Award-winning Brazilian singer, songwriter, television show host and occasional actress. She is currently one of the most popular and best-selling Brazilian female singers, with six albums released with Banda Eva, and eight studio albums in her solo career, with a total of over 12 million albums sold worldwide. Sangalo is most often recognized by her powerful voice, charisma and live performances. <a href=""https://www.last.fm/music/Ivete+Sangalo"">Read more on Last.fm</a>",409582,12959923,"['Banda Eva', 'Claudia Leitte', 'Daniela Mercury', 'Babado Novo', 'Timbalada']"
Alika,"The name ""Alika"" can refer to multiple different artists:
1) Alika, es una cantante de Reggae y Dancehall nacida en Uruguay, naturalizada argentina.
Influenciada por el hip hop que escuchó desde pequeña, fundó en 1994, junto a Malena D'Alessio, el dúo Actitud María Marta, una de las primeras bandas de rap femenino de Argentina y América Latina. Posteriormente inicia su proyecto en solitario Alika & La Nueva Alianza, volcándose de lleno al Reggae y a la cultura Rastafari. <a href=""https://www.last.fm/music/Alika"">Read more on Last.fm</a>",85067,1246438,"['Elina Born', '5MIINUST', 'Stefan', 'Urban Symphony', 'Zona Ganjah']"
KEVIN ROLDAN,"Ronny Kevin Roldán Velasco ​más conocido como Kevin Roldán, es un cantante de reguetón y trap latino colombiano.  <a href=""https://www.last.fm/music/Kevin+Roldan"">Read more on Last.fm</a>",140287,1828710,"['J Alvarez', 'Justin Quiles', 'Blessd', 'Ñengo Flow', 'Bryant Myers']"
Los Gaiteros de San Jacinto,"Los Gaiteros de San Jacinto are a Colombian traditional folkloric cumbia group originally from the Caribbean Region of Colombia. The gaiteros meaning those who play the gaita flute and San Jacinto for the town the group originated from San Jacinto in the Colombian Department of Bolivar. On November 9, 2007 the group won a Latin Grammy award in the category Folkloric Music for their album ""Un fuego de sangre pura"" (a fire of pure blood). <a href=""https://www.last.fm/music/Los+Gaiteros+de+San+Jacinto"">Read more on Last.fm</a>",12961,86446,"['Petrona Martínez', 'Etelvina Maldonado', 'Pernett', 'Mojarra Electrica', 'Velandia y la tigra']"
Milky Chance,"Milky Chance is a German alternative pop folk rock duo with reggae and electronic music influences made up of Clemens Rehbein as vocalist and musician and Philipp Dausch as DJ. Both originating from Kassel, they are signed to Kassel-based label Lichtdicht Records.

The duo finished their high school education at Jacob-Grimm Schule. Clemens played in a jazz quartet known as Flown Tones where he played bass guitar. Philipp was a DJ. 

Their first single 'Stolen Dance'  was released in 2012 <a href=""https://www.last.fm/music/Milky+Chance"">Read more on Last.fm</a>",1490472,33171841,"['Henry and the Waiter', 'Broken Back', 'Sir Sly', 'Portugal. The Man', 'Vance Joy']"
Snoop Lion,"Snoop Dogg has changed his name to Snoop Lion.

Cordozar Calvin Broadus Jr. (born October 20, 1971 in Long Beach, California, United States), better known by his stage name Snoop Dogg, is a Grammy award nominated rapper, producer and actor. Snoop is best known as a famous MC in the West Coast hip hop scene, and for being one of producer Dr. Dre's most notable protégés. He made his rap debut in 1992 on Dre's debut album The Chronic, and then released his debut album, Doggystyle, to much critical and public acclaim. <a href=""https://www.last.fm/music/Snoop+Lion"">Read more on Last.fm</a>",197662,2784049,"['Stephen Marley', 'Alborosie', 'Damian Marley', 'Protoje', 'Collie Buddz']"
Darell,"One of the most sought-after artists from the latest wave of the Urban Latin movement, Puerto Rico native Darell emerged as both a sought-after composer in 2018, playing a definitive role in numerous hits and attracting a rapid fan base back home. Among many smashes, Nío García, Casper Mágico y Bad Bunny’s “Te Boté REMIX” [feat. Ozuna, Nicky Jam y Darell] stood out as one of the year’s most heard and streamed songs, spending 41 weeks on the Latin Airplay chart and peaking at #2. <a href=""https://www.last.fm/music/Darell"">Read more on Last.fm</a>",165420,1601329,"['Brytiago', 'Nio Garcia', 'Ñengo Flow', 'Brray', 'Chencho Corleone']"
Musiko," <a href=""https://www.last.fm/music/Musiko"">Read more on Last.fm</a>",4021,73917,"['Alex Zurdo', 'Indiomar', 'Jay Kalyl', 'Josh Gamez', 'Vaes']"
Lito Kirino," <a href=""https://www.last.fm/music/LITO+KIRINO"">Read more on Last.fm</a>",12574,112797,"['Benny Benni', 'Sou El Flotador', 'Sinfonico', 'Kendo Kaponi', 'Goya Alfa']"
Mr. D,"Mr. D was a Houston, Texas based band formed by Rob Carranza in 1995.  In 1999, Mr. D became StarFX who opened for bands such as Papa Roach, Third Eye Blind and Maroon 5.

Mr. D released their debut album ""Staring At the Sun"" in 1995 and was part of the ""Unauthorized Reproduction Encouraged"" compilation CDs. <a href=""https://www.last.fm/music/Mr.+D"">Read more on Last.fm</a>",486,2165,"['Chirag Khadka', 'Neetesh Jung Kunwar', 'Sushant KC', 'VTEN', 'John Rai']"
Edu Ribeiro,"Existem dois artistas com este nome. Um deles:

Eduardo José Nunes Ribeiro (Edu Ribeiro) nasceu em Florianópolis no dia 13 de janeiro de 1975. Autodidata, aprendeu a tocar bateria aos oito anos de idade e aos 11 já se apresentava em bailes com a banda de sua família (Stagium10).

No período em que cursava música popular na Unicamp, aproximou-se da música instrumental, e seu grupo Água (com Chico Saraiva e José Nigro) foi um dos selecionados para o projeto de música instrumental O Som da Demo, promovido pelo SESC/SP em 1995. <a href=""https://www.last.fm/music/Edu+Ribeiro"">Read more on Last.fm</a>",113299,656622,"['Natiruts', 'Maneva', 'Chimarruts', 'Maskavo', 'Onze:20']"
Paloma Pradal," <a href=""https://www.last.fm/music/Paloma+Pradal"">Read more on Last.fm</a>",232,843,"['Stéfi CELMA', 'Piche', 'Flo Delavega', 'Ogee', 'Emma Daumas']"
Anonimus,"ATTENTION!! THIS IS A DIFFERENT ARTIST ""ANONIMUS"" FROM THE A.N.O.N.I.M.U.S. (AKA) ANO. PLEASE BE AWARE OF THE DIFFERENCE IS THESE TWO ARTISTS!! <a href=""https://www.last.fm/music/Anonimus"">Read more on Last.fm</a>",20035,145819,"['Benny Benni', 'Mike Duran', 'Sou El Flotador', 'Alexio La Bruja', 'Carly']"
Anuel," <a href=""https://www.last.fm/music/Anuel"">Read more on Last.fm</a>",1525,8192,"['El Nene La amenaza', 'Jonz', 'Sou El Flotador', 'Los Oidos Fresh', 'Anuel x Nengo Flow, Los G4']"
Emy Luziano," <a href=""https://www.last.fm/music/Emy+Luziano"">Read more on Last.fm</a>",3,3,[]
Mackie," <a href=""https://www.last.fm/music/Mackie"">Read more on Last.fm</a>",13885,115707,"['Cauty', 'Jotaerre', 'Lil Silvio & El Vega', 'El Roockie', 'Jossef']"
Lenox," <a href=""https://www.last.fm/music/Lenox"">Read more on Last.fm</a>",5093,28782,"['Jukebox Champions', 'Scarecrow Blues Hip Hop', 'Part Company', 'Barcella', 'Sly Johnson']"
Carlitos Rossy," <a href=""https://www.last.fm/music/Carlitos+Rossy"">Read more on Last.fm</a>",23342,143084,"['RONALD EL KILLA', 'Pusho', 'Darkiel', 'Wise ""The Gold Pen""', 'Los de la Nazza']"
OMI,"There are multiple artists with this name:
1) Omi, singer from Jamaica
2) Omi, record producer from Israel
3) Omi, record producer from Spain
4) omi, rapper
5) OMI, vocaloid producer

1) Omi (real name Omar Samuel Pasley) was born on September 3, 1986 in Clarendon, Jamaica. He is the last of four children of Kenroy and Rachel Pasley.  As a child growing up, he sang at every occasion that provided an audience – the church, school concerts or any other community gathering. <a href=""https://www.last.fm/music/Omi"">Read more on Last.fm</a>",938696,7337364,"['MAGIC!', 'Clean Bandit', 'Sean Kingston', 'DJ Snake', 'Sigala']"
Anuel AA,"Emmanuel Gazmey Santiago, known professionally as Anuel AA, is a Puerto Rican rapper and singer, a pioneer of the Latin trap movement. Gazmey's music addresses topics such as street life, violence, sex, and drugs. He is seen as a controversial figure in the Latin music scene for his legal troubles and feuds with fellow Puerto Rican rappers Cosculluela and Ivy Queen and with American rapper 6ix9ine.  His music often contains samples and interpolations of songs that were popular during his youth. <a href=""https://www.last.fm/music/Anuel+AA"">Read more on Last.fm</a>",501260,21946987,"['Bryant Myers', 'Jhayco', 'Myke Towers', 'Luar La L', 'Eladio Carrion']"
